"lambda"	"threshold"
1.00615384615385	0
1.01571428571429	1.20370621524202e-35
1.024	4.81482486096809e-35
1.0225	3e-06
1.02352941176471	0.000578751823044779
1.02444444444444	0.0010520999915832
1.02526315789474	0.0042083999663328
1.031	0.00884816092921471
1.02952380952381	0.0169875
1.03454545454545	0.018858395454591
1.03333333333333	0.02
1.032	0.0219504353011454
1.03076923076923	0.0229970136255773
1.02962962962963	0.0244740686632579
1.02857142857143	0.0296885457558963
1.03241379310345	0.0303204614645089
1.03133333333333	0.0319656620600098
1.03032258064516	0.03375
1.030625	0.0351226865097549
1.03090909090909	0.0373745548848724
1.03	0.0376473123641123
1.02914285714286	0.0391245266500754
1.02944444444444	0.0405431667034141
1.02864864864865	0.0433510196097609
1.03157894736842	0.046023730062857
1.03076923076923	0.0463413740142017
1.031	0.0509399433483811
1.03365853658537	0.0532012849498936
1.03285714285714	0.0570260490526387
1.03302325581395	0.0571945352798442
1.03318181818182	0.0615529013429952
1.03333333333333	0.0712606321854045
1.03260869565217	0.071991853115079
1.03191489361702	0.0744997689914647
1.03125	0.0796376260282166
1.03061224489796	0.08
1.03	0.0807158801020408
1.0321568627451	0.0850813923048694
1.03423076923077	0.085748043045909
1.03433962264151	0.0902285978267621
1.0337037037037	0.100752143301779
1.03309090909091	0.102309017456071
1.03321428571429	0.102335609126934
1.03333333333333	0.104476814344709
1.03275862068966	0.107559469546253
1.03457627118644	0.107678290489628
1.034	0.109041471489266
1.03344262295082	0.109406774433622
1.03290322580645	0.111038275571827
1.03238095238095	0.112104751372994
1.031875	0.113508108426465
1.032	0.118800475649368
1.03151515151515	0.120235351112612
1.0310447761194	0.12375
1.03117647058824	0.125
1.03275362318841	0.126049933024699
1.03285714285714	0.128082250541289
1.03239436619718	0.12915981588319
1.03388888888889	0.131174025765267
1.03342465753425	0.132243084192705
1.03297297297297	0.132708247573543
1.03306666666667	0.134649234693878
1.03447368421053	0.142154906248273
1.03584415584416	0.14453468610444
1.03717948717949	0.145131380327893
1.03670886075949	0.150645996031551
1.038	0.153928636157517
1.03925925925926	0.163960322106248
1.03926829268293	0.164306043954906
1.04048192771084	0.172287637869693
1.04047619047619	0.189274553513656
1.04164705882353	0.20147044697022
1.04279069767442	0.205704149200774
